Intersection,Date,Hour,Period,Session_Type,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks,TriHeadway,CarHeadway,VC
Natete Junction,2026-06-06,9,Off-Peak,Day,295,549,20,76,5,3.45,2.26,0.65
Natete Junction,2026-06-06,10,Off-Peak,Day,367,415,14,58,1,3.38,2.55,0.59
Natete Junction,2026-06-06,10,Off-Peak,Day,412,404,11,58,9,3.41,2.46,0.61
Natete Junction,2026-06-06,10,Off-Peak,Day,363,470,22,54,3,3.15,2.75,0.66
Natete Junction,2026-06-06,10,Off-Peak,Day,372,400,2,43,4,3.28,1.95,0.54
Natete Junction,2026-06-06,11,Off-Peak,Day,400,408,14,62,8,4.24,2.3,0.68
Natete Junction,2026-06-06,11,Off-Peak,Day,380,425,6,62,11,3.51,2.11,0.61
Natete Junction,2026-06-06,11,Off-Peak,Day,341,384,29,48,3,3.04,1.95,0.52
Natete Junction,2026-06-06,11,Off-Peak,Day,421,426,6,64,8,2.41,2.01,0.73
Natete Junction,2026-06-06,12,Off-Peak,Day,277,318,3,38,5,2.94,1.63,0.44
Natete Junction,2026-06-06,12,Off-Peak,Day,274,320,2,30,3,3.24,2.07,0.38
Natete Junction,2026-06-06,12,Off-Peak,Day,248,324,3,33,7,3.27,2.18,0.44
Natete Junction,2026-06-06,12,Off-Peak,Day,318,336,13,63,5,3.37,2.77,0.55
Natete Junction,2026-06-06,13,Off-Peak,Day,291,360,4,50,6,2.59,2.11,0.55
Natete Junction,2026-06-06,13,Off-Peak,Day,282,481,12,52,4,3.06,2.51,0.55
Natete Junction,2026-06-06,13,Off-Peak,Day,291,335,11,62,8,2.63,2.72,0.5
Natete Junction,2026-06-06,13,Off-Peak,Day,355,375,23,63,4,2.96,2.62,0.6
Natete Junction,2026-06-06,14,Off-Peak,Day,292,318,21,48,4,3.07,3.19,0.5
Natete Junction,2026-06-06,14,Off-Peak,Day,357,322,2,25,5,2.75,1.83,0.48
Natete Junction,2026-06-06,14,Off-Peak,Day,347,376,10,47,6,2.59,1.93,0.54
Natete Junction,2026-06-06,14,Off-Peak,Day,307,386,9,56,6,2.61,2.66,0.51
Natete Junction,2026-06-06,15,Off-Peak,Day,224,312,14,37,5,3.28,2.42,0.37
Natete Junction,2026-06-06,15,Off-Peak,Day,282,320,9,33,5,2.91,3.11,0.48
Natete Junction,2026-06-06,15,Off-Peak,Day,361,320,8,21,5,3.32,2.24,0.51
Natete Junction,2026-06-06,15,Off-Peak,Day,289,334,10,56,5,3.18,2.36,0.51
Natete Junction,2026-06-06,16,Off-Peak,Day,418,352,5,57,6,3.17,2.64,0.61
Natete Junction,2026-06-06,16,Off-Peak,Day,429,417,2,50,6,3.49,2.51,0.69
Natete Junction,2026-06-06,16,Off-Peak,Day,406,463,14,69,2,3.11,2.83,0.69
Natete Junction,2026-06-06,16,Off-Peak,Day,372,461,22,54,1,4.52,2.74,0.58
Natete Junction,2026-06-06,17,Peak,Day,828,869,43,75,9,3.01,1.9,1.28
Natete Junction,2026-06-06,17,Peak,Day,794,886,54,81,7,3.94,2.45,1.26
Natete Junction,2026-06-06,17,Peak,Day,793,880,18,97,11,2.66,2.01,1.25
Natete Junction,2026-06-06,17,Peak,Day,811,884,28,74,6,2.11,2.06,1.24
Natete Junction,2026-06-06,18,Peak,Day,841,866,22,82,8,3.93,2.48,1.32
Natete Junction,2026-06-06,18,Peak,Day,776,889,24,74,9,3.6,3.0,1.24
Natete Junction,2026-06-06,18,Peak,Day,803,943,42,75,11,3.8,2.54,1.35
Natete Junction,2026-06-06,18,Peak,Day,750,897,22,98,7,3.72,2.39,1.26
Wandegeya Junction,2026-06-07,7,Peak,Day,642,787,36,65,5,3.45,2.66,1.08
Wandegeya Junction,2026-06-07,7,Peak,Day,710,788,30,81,6,3.79,3.06,1.04
Wandegeya Junction,2026-06-07,7,Peak,Day,750,861,38,93,6,3.44,2.87,1.26
Wandegeya Junction,2026-06-07,7,Peak,Day,789,845,27,59,12,3.93,2.46,1.15
Wandegeya Junction,2026-06-07,8,Peak,Day,866,947,38,91,10,3.36,2.05,1.25
Wandegeya Junction,2026-06-07,8,Peak,Day,786,882,30,104,12,3.39,2.4,1.25
Wandegeya Junction,2026-06-07,8,Peak,Day,802,969,33,82,7,3.0,2.63,1.31
Wandegeya Junction,2026-06-07,8,Peak,Day,842,978,24,76,8,3.08,2.69,1.35
Wandegeya Junction,2026-06-07,9,Off-Peak,Day,417,403,17,45,5,3.58,2.04,0.56
Wandegeya Junction,2026-06-07,9,Off-Peak,Day,425,428,31,67,1,3.0,2.45,0.78
Wandegeya Junction,2026-06-07,9,Off-Peak,Day,397,383,2,58,4,2.9,2.59,0.53
Wandegeya Junction,2026-06-07,9,Off-Peak,Day,353,454,3,88,7,3.12,2.51,0.58
Wandegeya Junction,2026-06-07,10,Off-Peak,Day,392,414,9,65,4,3.22,2.11,0.68
Wandegeya Junction,2026-06-07,10,Off-Peak,Day,297,376,30,46,13,4.05,2.37,0.62
Wandegeya Junction,2026-06-07,10,Off-Peak,Day,373,445,32,56,5,3.2,2.74,0.62
Wandegeya Junction,2026-06-07,10,Off-Peak,Day,359,466,15,18,7,3.87,2.47,0.63
Wandegeya Junction,2026-06-07,11,Off-Peak,Day,376,444,13,47,6,2.24,2.22,0.69
Wandegeya Junction,2026-06-07,11,Off-Peak,Day,380,405,23,45,2,4.07,2.25,0.56
Wandegeya Junction,2026-06-07,11,Off-Peak,Day,315,418,12,44,5,2.49,2.5,0.46
Wandegeya Junction,2026-06-07,11,Off-Peak,Day,415,302,2,41,5,2.75,2.12,0.51
Wandegeya Junction,2026-06-07,12,Off-Peak,Day,274,398,2,43,8,3.86,1.38,0.53
Wandegeya Junction,2026-06-07,12,Off-Peak,Day,330,297,7,63,8,3.05,2.09,0.46
Wandegeya Junction,2026-06-07,12,Off-Peak,Day,241,337,4,25,6,2.47,3.12,0.45
Wandegeya Junction,2026-06-07,12,Off-Peak,Day,311,290,14,50,7,4.3,2.52,0.46
Wandegeya Junction,2026-06-07,13,Off-Peak,Day,308,359,19,24,5,2.88,3.2,0.46
Wandegeya Junction,2026-06-07,13,Off-Peak,Day,263,321,8,29,9,3.56,3.04,0.4
Wandegeya Junction,2026-06-07,13,Off-Peak,Day,317,294,6,74,7,2.91,2.45,0.47
Wandegeya Junction,2026-06-07,13,Off-Peak,Day,366,286,7,46,4,3.25,2.45,0.48
Wandegeya Junction,2026-06-07,14,Off-Peak,Day,325,358,17,9,5,3.62,3.09,0.41
Wandegeya Junction,2026-06-07,14,Off-Peak,Day,294,318,3,60,5,3.51,2.6,0.56
Wandegeya Junction,2026-06-07,14,Off-Peak,Day,332,272,11,46,4,3.21,2.08,0.49
Wandegeya Junction,2026-06-07,14,Off-Peak,Day,266,264,10,54,6,3.95,2.23,0.44
Wandegeya Junction,2026-06-07,15,Off-Peak,Day,295,321,2,34,4,2.38,2.32,0.42
Wandegeya Junction,2026-06-07,15,Off-Peak,Day,306,309,2,58,9,2.52,3.1,0.51
Wandegeya Junction,2026-06-07,15,Off-Peak,Day,299,388,23,38,0,4.16,1.9,0.48
Wandegeya Junction,2026-06-07,15,Off-Peak,Day,299,315,10,39,4,2.59,2.59,0.43
Wandegeya Junction,2026-06-07,16,Off-Peak,Day,448,437,23,47,5,3.62,2.78,0.74
Wandegeya Junction,2026-06-07,16,Off-Peak,Day,432,475,21,70,4,3.66,3.0,0.62
Wandegeya Junction,2026-06-07,16,Off-Peak,Day,446,537,5,62,4,3.02,2.25,0.73
Wandegeya Junction,2026-06-07,16,Off-Peak,Day,361,412,18,62,6,4.24,2.54,0.61
Wandegeya Junction,2026-06-07,17,Peak,Day,715,873,31,71,8,3.82,1.98,1.17
Wandegeya Junction,2026-06-07,17,Peak,Day,741,861,7,79,11,3.02,1.57,1.19
Wandegeya Junction,2026-06-07,17,Peak,Day,785,827,24,77,9,3.61,3.15,1.14
Wandegeya Junction,2026-06-07,17,Peak,Day,709,840,24,50,9,4.14,2.42,1.15
Wandegeya Junction,2026-06-07,18,Peak,Day,719,828,29,59,7,3.45,2.25,1.12
Wandegeya Junction,2026-06-07,18,Peak,Day,737,829,26,78,8,3.24,2.36,1.2
Wandegeya Junction,2026-06-07,18,Peak,Day,724,828,24,101,5,3.11,2.4,1.15
Wandegeya Junction,2026-06-07,18,Peak,Day,759,774,23,89,10,2.17,2.11,1.08
Kibuye Roundabout,2026-06-07,7,Peak,Day,927,963,27,59,6,3.43,1.97,1.35
Kibuye Roundabout,2026-06-07,7,Peak,Day,811,897,28,84,10,3.59,2.3,1.3
Kibuye Roundabout,2026-06-07,7,Peak,Day,847,946,35,73,6,4.52,2.62,1.32
Kibuye Roundabout,2026-06-07,7,Peak,Day,807,921,24,107,6,3.11,2.6,1.33
Kibuye Roundabout,2026-06-07,8,Peak,Day,909,1020,38,109,11,3.69,2.68,1.35
Kibuye Roundabout,2026-06-07,8,Peak,Day,931,1069,48,72,6,3.94,1.48,1.35
Kibuye Roundabout,2026-06-07,8,Peak,Day,825,1012,29,84,13,2.88,2.93,1.35
Kibuye Roundabout,2026-06-07,8,Peak,Day,931,998,32,78,6,3.34,3.12,1.35
Kibuye Roundabout,2026-06-07,9,Off-Peak,Day,305,460,17,42,3,2.97,1.95,0.53
Kibuye Roundabout,2026-06-07,9,Off-Peak,Day,350,464,15,86,2,2.04,2.38,0.62
Kibuye Roundabout,2026-06-07,9,Off-Peak,Day,425,453,19,70,13,3.04,1.92,0.76
Kibuye Roundabout,2026-06-07,9,Off-Peak,Day,366,468,10,45,5,3.25,2.12,0.66
Kibuye Roundabout,2026-06-07,10,Off-Peak,Day,314,414,22,56,5,3.61,2.49,0.57
Kibuye Roundabout,2026-06-07,10,Off-Peak,Day,365,403,10,66,3,3.31,2.29,0.63
Kibuye Roundabout,2026-06-07,10,Off-Peak,Day,354,453,18,59,3,3.57,2.96,0.64
Kibuye Roundabout,2026-06-07,10,Off-Peak,Day,397,382,21,86,1,3.52,2.03,0.66
Kibuye Roundabout,2026-06-07,11,Off-Peak,Day,357,457,11,45,4,4.17,2.07,0.49
Kibuye Roundabout,2026-06-07,11,Off-Peak,Day,356,401,15,63,10,3.63,2.63,0.6
Kibuye Roundabout,2026-06-07,11,Off-Peak,Day,343,448,20,67,8,3.22,2.6,0.58
Kibuye Roundabout,2026-06-07,11,Off-Peak,Day,415,404,2,57,3,3.0,2.59,0.54
Kibuye Roundabout,2026-06-07,12,Off-Peak,Day,305,351,15,40,5,3.65,2.82,0.57
Kibuye Roundabout,2026-06-07,12,Off-Peak,Day,247,295,12,50,4,4.14,2.79,0.44
Kibuye Roundabout,2026-06-07,12,Off-Peak,Day,303,305,20,44,2,3.7,2.71,0.54
Kibuye Roundabout,2026-06-07,12,Off-Peak,Day,229,361,20,29,4,3.63,2.59,0.43
Kibuye Roundabout,2026-06-07,13,Off-Peak,Day,293,381,21,49,0,3.23,2.94,0.47
Kibuye Roundabout,2026-06-07,13,Off-Peak,Day,273,347,14,71,5,3.55,2.81,0.47
Kibuye Roundabout,2026-06-07,13,Off-Peak,Day,331,340,7,55,5,2.92,2.17,0.53
Kibuye Roundabout,2026-06-07,13,Off-Peak,Day,311,364,18,43,7,3.23,2.81,0.48
Kibuye Roundabout,2026-06-07,14,Off-Peak,Day,301,438,20,51,1,3.11,2.67,0.58
Kibuye Roundabout,2026-06-07,14,Off-Peak,Day,322,323,10,59,1,3.48,3.14,0.44
Kibuye Roundabout,2026-06-07,14,Off-Peak,Day,344,402,8,57,3,2.2,2.39,0.51
Kibuye Roundabout,2026-06-07,14,Off-Peak,Day,280,388,20,36,5,2.97,2.57,0.54
Kibuye Roundabout,2026-06-07,15,Off-Peak,Day,338,362,7,47,9,2.95,2.47,0.56
Kibuye Roundabout,2026-06-07,15,Off-Peak,Day,316,454,10,51,0,2.33,2.37,0.55
Kibuye Roundabout,2026-06-07,15,Off-Peak,Day,283,292,2,51,4,3.25,1.94,0.45
Kibuye Roundabout,2026-06-07,15,Off-Peak,Day,381,369,15,42,0,3.53,2.93,0.51
Kibuye Roundabout,2026-06-07,16,Off-Peak,Day,467,523,17,72,4,2.88,2.51,0.76
Kibuye Roundabout,2026-06-07,16,Off-Peak,Day,498,442,18,71,11,3.72,2.74,0.76
Kibuye Roundabout,2026-06-07,16,Off-Peak,Day,401,439,25,65,0,3.91,2.33,0.7
Kibuye Roundabout,2026-06-07,16,Off-Peak,Day,437,497,12,67,8,3.77,2.68,0.7
Kibuye Roundabout,2026-06-07,17,Peak,Day,889,894,24,80,11,3.45,2.72,1.27
Kibuye Roundabout,2026-06-07,17,Peak,Day,840,942,22,74,15,3.8,2.34,1.27
Kibuye Roundabout,2026-06-07,17,Peak,Day,846,974,20,92,12,3.43,2.23,1.35
Kibuye Roundabout,2026-06-07,17,Peak,Day,833,985,33,66,15,2.46,2.22,1.35
Kibuye Roundabout,2026-06-07,18,Peak,Day,884,897,36,90,2,3.86,2.28,1.31
Kibuye Roundabout,2026-06-07,18,Peak,Day,848,924,17,89,5,2.29,2.57,1.26
Kibuye Roundabout,2026-06-07,18,Peak,Day,801,956,28,93,7,3.44,2.02,1.31
Kibuye Roundabout,2026-06-07,18,Peak,Day,826,974,45,90,7,3.42,1.93,1.35
Bakuli Intersection,2026-06-07,7,Peak,Day,658,746,21,57,11,3.79,3.01,1.11
Bakuli Intersection,2026-06-07,7,Peak,Day,658,734,21,80,8,3.95,2.66,1.03
Bakuli Intersection,2026-06-07,7,Peak,Day,656,792,17,85,9,4.12,2.68,1.17
Bakuli Intersection,2026-06-07,7,Peak,Day,634,749,17,81,13,3.88,2.4,1.05
Bakuli Intersection,2026-06-07,8,Peak,Day,784,771,31,76,11,2.7,1.53,1.17
Bakuli Intersection,2026-06-07,8,Peak,Day,753,815,23,82,10,2.12,1.97,1.19
Bakuli Intersection,2026-06-07,8,Peak,Day,776,870,24,86,7,2.94,2.81,1.2
Bakuli Intersection,2026-06-07,8,Peak,Day,785,858,19,80,7,2.98,2.37,1.14
Bakuli Intersection,2026-06-07,9,Off-Peak,Day,353,441,2,60,4,3.02,2.56,0.6
Bakuli Intersection,2026-06-07,9,Off-Peak,Day,393,425,24,48,8,3.17,2.73,0.53
Bakuli Intersection,2026-06-07,9,Off-Peak,Day,383,416,18,51,7,2.88,2.52,0.56
Bakuli Intersection,2026-06-07,9,Off-Peak,Day,296,423,13,63,5,2.96,2.36,0.67
Bakuli Intersection,2026-06-07,10,Off-Peak,Day,339,371,8,34,4,3.91,3.38,0.52
Bakuli Intersection,2026-06-07,10,Off-Peak,Day,314,356,22,49,11,2.64,2.3,0.51
Bakuli Intersection,2026-06-07,10,Off-Peak,Day,366,376,18,59,0,3.73,2.17,0.57
Bakuli Intersection,2026-06-07,10,Off-Peak,Day,276,448,5,42,6,4.06,2.44,0.57
Bakuli Intersection,2026-06-07,11,Off-Peak,Day,330,415,7,46,2,2.69,2.85,0.47
Bakuli Intersection,2026-06-07,11,Off-Peak,Day,302,335,8,49,4,3.97,3.12,0.47
Bakuli Intersection,2026-06-07,11,Off-Peak,Day,335,333,2,45,6,3.42,2.77,0.49
Bakuli Intersection,2026-06-07,11,Off-Peak,Day,301,339,13,31,2,2.9,2.02,0.57
Bakuli Intersection,2026-06-07,12,Off-Peak,Day,266,295,12,57,6,3.09,2.3,0.41
Bakuli Intersection,2026-06-07,12,Off-Peak,Day,259,232,16,39,0,2.82,2.44,0.49
Bakuli Intersection,2026-06-07,12,Off-Peak,Day,259,292,11,45,9,4.04,2.08,0.46
Bakuli Intersection,2026-06-07,12,Off-Peak,Day,275,317,11,57,3,3.57,1.79,0.44
Bakuli Intersection,2026-06-07,13,Off-Peak,Day,278,281,8,55,1,3.45,3.04,0.42
Bakuli Intersection,2026-06-07,13,Off-Peak,Day,315,346,9,43,1,3.35,2.28,0.42
Bakuli Intersection,2026-06-07,13,Off-Peak,Day,308,310,17,28,6,2.92,2.11,0.41
Bakuli Intersection,2026-06-07,13,Off-Peak,Day,323,317,8,37,0,2.91,2.55,0.5
Bakuli Intersection,2026-06-07,14,Off-Peak,Day,317,317,7,42,6,3.74,2.46,0.58
Bakuli Intersection,2026-06-07,14,Off-Peak,Day,269,286,10,36,2,2.76,3.03,0.45
Bakuli Intersection,2026-06-07,14,Off-Peak,Day,288,324,16,36,5,2.95,1.89,0.52
Bakuli Intersection,2026-06-07,14,Off-Peak,Day,299,279,15,34,2,3.14,2.39,0.4
Bakuli Intersection,2026-06-07,15,Off-Peak,Day,256,308,4,44,3,3.55,1.86,0.48
Bakuli Intersection,2026-06-07,15,Off-Peak,Day,303,300,14,24,4,2.74,1.92,0.44
Bakuli Intersection,2026-06-07,15,Off-Peak,Day,274,301,9,41,1,3.57,2.36,0.41
Bakuli Intersection,2026-06-07,15,Off-Peak,Day,266,275,2,45,5,3.68,2.06,0.33
Bakuli Intersection,2026-06-07,16,Off-Peak,Day,394,395,26,45,7,3.25,3.15,0.58
Bakuli Intersection,2026-06-07,16,Off-Peak,Day,398,502,8,62,1,2.72,3.06,0.69
Bakuli Intersection,2026-06-07,16,Off-Peak,Day,499,504,7,49,6,3.69,2.68,0.77
Bakuli Intersection,2026-06-07,16,Off-Peak,Day,391,430,23,55,9,3.45,2.82,0.64
Bakuli Intersection,2026-06-07,17,Peak,Day,696,779,7,93,3,3.34,2.7,1.17
Bakuli Intersection,2026-06-07,17,Peak,Day,704,787,37,76,6,2.94,2.48,1.11
Bakuli Intersection,2026-06-07,17,Peak,Day,700,766,5,69,8,4.26,2.46,1.0
Bakuli Intersection,2026-06-07,17,Peak,Day,651,771,22,90,11,3.57,2.36,1.11
Bakuli Intersection,2026-06-07,18,Peak,Day,678,761,12,86,9,3.9,2.32,1.15
Bakuli Intersection,2026-06-07,18,Peak,Day,733,825,9,57,12,3.38,3.15,1.15
Bakuli Intersection,2026-06-07,18,Peak,Day,708,789,34,80,6,2.85,2.37,1.11
Bakuli Intersection,2026-06-07,18,Peak,Day,663,776,21,69,9,3.24,2.55,0.98
Bwaise Junction,2026-06-07,7,Peak,Day,635,658,19,75,10,3.82,2.58,0.99
Bwaise Junction,2026-06-07,7,Peak,Day,646,749,26,52,5,2.07,2.44,1.1
Bwaise Junction,2026-06-07,7,Peak,Day,638,705,31,72,7,2.96,2.94,1.0
Bwaise Junction,2026-06-07,7,Peak,Day,636,666,33,64,7,2.8,2.19,0.99
Bwaise Junction,2026-06-07,8,Peak,Day,745,777,29,63,18,3.17,2.85,1.16
Bwaise Junction,2026-06-07,8,Peak,Day,743,808,23,80,8,4.27,2.12,1.07
Bwaise Junction,2026-06-07,8,Peak,Day,705,763,14,78,11,3.71,2.38,1.13
Bwaise Junction,2026-06-07,8,Peak,Day,727,731,25,86,4,3.1,2.43,1.19
Bwaise Junction,2026-06-07,9,Off-Peak,Day,329,486,6,64,1,3.9,2.39,0.69
Bwaise Junction,2026-06-07,9,Off-Peak,Day,351,474,14,43,6,2.58,3.38,0.59
Bwaise Junction,2026-06-07,9,Off-Peak,Day,359,326,2,48,7,3.59,2.39,0.47
Bwaise Junction,2026-06-07,9,Off-Peak,Day,399,372,21,53,6,3.31,2.58,0.62
Bwaise Junction,2026-06-07,10,Off-Peak,Day,338,428,9,57,7,3.22,2.63,0.61
Bwaise Junction,2026-06-07,10,Off-Peak,Day,378,264,3,49,9,3.5,2.23,0.42
Bwaise Junction,2026-06-07,10,Off-Peak,Day,367,384,8,25,2,3.52,3.2,0.59
Bwaise Junction,2026-06-07,10,Off-Peak,Day,322,476,25,50,2,2.17,3.14,0.57
Bwaise Junction,2026-06-07,11,Off-Peak,Day,281,347,23,48,2,3.19,2.37,0.4
Bwaise Junction,2026-06-07,11,Off-Peak,Day,324,413,7,43,5,3.58,2.25,0.58
Bwaise Junction,2026-06-07,11,Off-Peak,Day,335,311,11,62,9,3.4,2.76,0.47
Bwaise Junction,2026-06-07,11,Off-Peak,Day,333,362,6,29,6,3.77,2.23,0.45
Bwaise Junction,2026-06-07,12,Off-Peak,Day,312,316,7,26,1,3.5,2.64,0.43
Bwaise Junction,2026-06-07,12,Off-Peak,Day,223,308,2,37,10,4.21,2.03,0.4
Bwaise Junction,2026-06-07,12,Off-Peak,Day,224,344,2,60,2,2.72,1.78,0.41
Bwaise Junction,2026-06-07,12,Off-Peak,Day,271,297,14,22,9,3.57,1.92,0.4
Bwaise Junction,2026-06-07,13,Off-Peak,Day,286,324,8,43,6,3.4,2.55,0.4
Bwaise Junction,2026-06-07,13,Off-Peak,Day,278,260,11,25,0,3.71,2.84,0.44
Bwaise Junction,2026-06-07,13,Off-Peak,Day,201,269,12,43,5,3.48,2.5,0.35
Bwaise Junction,2026-06-07,13,Off-Peak,Day,254,350,10,36,0,3.13,2.9,0.41
Bwaise Junction,2026-06-07,14,Off-Peak,Day,275,266,9,51,2,4.04,2.7,0.41
Bwaise Junction,2026-06-07,14,Off-Peak,Day,219,314,2,27,6,3.38,2.22,0.39
Bwaise Junction,2026-06-07,14,Off-Peak,Day,381,305,23,46,5,2.88,2.07,0.51
Bwaise Junction,2026-06-07,14,Off-Peak,Day,295,296,2,11,6,3.97,2.65,0.42
Bwaise Junction,2026-06-07,15,Off-Peak,Day,198,282,2,33,7,3.87,1.97,0.36
Bwaise Junction,2026-06-07,15,Off-Peak,Day,301,230,17,57,4,2.87,3.01,0.44
Bwaise Junction,2026-06-07,15,Off-Peak,Day,305,343,2,29,10,3.63,1.89,0.49
Bwaise Junction,2026-06-07,15,Off-Peak,Day,233,351,26,29,2,3.81,1.99,0.48
Bwaise Junction,2026-06-07,16,Off-Peak,Day,423,398,22,77,2,3.54,2.16,0.6
Bwaise Junction,2026-06-07,16,Off-Peak,Day,395,428,15,68,5,3.87,2.82,0.64
Bwaise Junction,2026-06-07,16,Off-Peak,Day,346,456,19,47,2,2.85,2.82,0.6
Bwaise Junction,2026-06-07,16,Off-Peak,Day,320,402,20,40,5,3.18,2.26,0.57
Bwaise Junction,2026-06-07,17,Peak,Day,565,776,33,65,7,4.07,2.01,0.97
Bwaise Junction,2026-06-07,17,Peak,Day,664,662,22,60,7,2.89,2.36,0.93
Bwaise Junction,2026-06-07,17,Peak,Day,634,770,27,59,4,2.97,1.98,1.13
Bwaise Junction,2026-06-07,17,Peak,Day,683,713,8,68,7,3.21,3.44,1.07
Bwaise Junction,2026-06-07,18,Peak,Day,683,759,23,71,6,3.56,2.27,1.08
Bwaise Junction,2026-06-07,18,Peak,Day,689,809,23,82,13,3.65,3.04,1.08
Bwaise Junction,2026-06-07,18,Peak,Day,629,796,15,60,4,3.9,2.67,1.11
Bwaise Junction,2026-06-07,18,Peak,Day,630,738,22,90,8,2.85,2.49,1.13
Natete Junction,2026-06-07,7,Peak,Day,755,886,24,84,9,3.53,2.96,1.32
Natete Junction,2026-06-07,7,Peak,Day,852,988,28,85,5,3.44,2.68,1.32
Natete Junction,2026-06-07,7,Peak,Day,809,893,33,71,9,3.81,2.71,1.34
Natete Junction,2026-06-07,7,Peak,Day,780,872,36,70,7,3.9,2.31,1.2
Natete Junction,2026-06-07,8,Peak,Day,949,974,24,90,10,3.92,2.75,1.35
Natete Junction,2026-06-07,8,Peak,Day,858,996,43,88,9,3.36,1.93,1.3
Natete Junction,2026-06-07,8,Peak,Day,807,918,33,98,7,3.94,2.63,1.24
Natete Junction,2026-06-07,8,Peak,Day,876,1099,37,80,14,2.47,2.69,1.35
Natete Junction,2026-06-07,9,Off-Peak,Day,355,404,16,58,7,3.83,2.3,0.46
Natete Junction,2026-06-07,9,Off-Peak,Day,424,440,3,73,7,3.22,2.69,0.65
Natete Junction,2026-06-07,9,Off-Peak,Day,362,465,10,57,6,3.24,2.51,0.68
Natete Junction,2026-06-07,9,Off-Peak,Day,407,454,8,69,4,3.7,2.6,0.63
Natete Junction,2026-06-07,10,Off-Peak,Day,418,351,5,65,1,2.53,2.96,0.67
Natete Junction,2026-06-07,10,Off-Peak,Day,359,426,12,63,2,3.62,1.82,0.55
Natete Junction,2026-06-07,10,Off-Peak,Day,478,380,8,69,3,3.63,2.95,0.67
Natete Junction,2026-06-07,10,Off-Peak,Day,442,395,11,58,6,3.16,2.56,0.57
Natete Junction,2026-06-07,11,Off-Peak,Day,438,363,8,67,7,2.87,2.19,0.61
Natete Junction,2026-06-07,11,Off-Peak,Day,290,356,8,35,9,3.69,2.74,0.51
Natete Junction,2026-06-07,11,Off-Peak,Day,403,372,13,54,7,4.85,2.51,0.52
Natete Junction,2026-06-07,11,Off-Peak,Day,396,433,13,53,5,3.02,2.71,0.55
Natete Junction,2026-06-07,12,Off-Peak,Day,336,325,13,27,7,3.75,2.43,0.56
Natete Junction,2026-06-07,12,Off-Peak,Day,414,335,18,28,2,2.5,2.57,0.58
Natete Junction,2026-06-07,12,Off-Peak,Day,347,383,13,54,0,3.65,2.6,0.6
Natete Junction,2026-06-07,12,Off-Peak,Day,266,284,2,19,4,4.61,2.43,0.36
Natete Junction,2026-06-07,13,Off-Peak,Day,252,325,21,47,1,3.19,2.41,0.42
Natete Junction,2026-06-07,13,Off-Peak,Day,321,365,25,52,6,3.14,2.57,0.53
Natete Junction,2026-06-07,13,Off-Peak,Day,347,336,20,55,4,3.06,2.43,0.53
Natete Junction,2026-06-07,13,Off-Peak,Day,311,351,21,28,3,2.89,2.51,0.48
Natete Junction,2026-06-07,14,Off-Peak,Day,316,357,7,35,3,3.89,2.6,0.5
Natete Junction,2026-06-07,14,Off-Peak,Day,327,421,5,58,6,4.02,2.93,0.6
Natete Junction,2026-06-07,14,Off-Peak,Day,351,309,15,29,5,3.03,2.83,0.49
Natete Junction,2026-06-07,14,Off-Peak,Day,294,333,2,27,9,3.01,2.86,0.39
Natete Junction,2026-06-07,15,Off-Peak,Day,269,373,15,49,11,3.23,2.16,0.51
Natete Junction,2026-06-07,15,Off-Peak,Day,278,401,4,46,6,2.12,3.01,0.58
Natete Junction,2026-06-07,15,Off-Peak,Day,323,313,11,37,6,3.8,3.01,0.6
Natete Junction,2026-06-07,15,Off-Peak,Day,286,315,9,40,0,3.02,2.43,0.41
Natete Junction,2026-06-07,16,Off-Peak,Day,443,484,16,57,0,2.81,2.69,0.66
Natete Junction,2026-06-07,16,Off-Peak,Day,464,515,22,63,5,2.55,2.9,0.7
Natete Junction,2026-06-07,16,Off-Peak,Day,387,452,13,54,6,3.13,1.6,0.68
Natete Junction,2026-06-07,16,Off-Peak,Day,425,476,13,57,7,3.29,2.67,0.68
Natete Junction,2026-06-07,17,Peak,Day,782,954,24,86,10,3.56,2.87,1.34
Natete Junction,2026-06-07,17,Peak,Day,806,892,15,100,10,3.49,2.57,1.23
Natete Junction,2026-06-07,17,Peak,Day,763,913,31,77,9,3.01,2.97,1.2
Natete Junction,2026-06-07,17,Peak,Day,765,897,19,70,5,2.55,2.1,1.22
Natete Junction,2026-06-07,18,Peak,Day,815,869,44,84,9,3.24,2.89,1.31
Natete Junction,2026-06-07,18,Peak,Day,762,906,11,83,5,2.99,2.39,1.23
Natete Junction,2026-06-07,18,Peak,Day,831,859,36,67,6,2.97,2.92,1.24
Natete Junction,2026-06-07,18,Peak,Day,813,848,30,93,0,3.77,2.33,1.27
Wandegeya Junction,2026-06-03,19,Night,Night,45,33,6,3,0,5.87,4.05,0.07
Wandegeya Junction,2026-06-03,19,Night,Night,39,38,5,3,2,5.93,5.03,0.04
Wandegeya Junction,2026-06-03,19,Night,Night,27,50,0,0,2,5.3,4.64,0.05
Wandegeya Junction,2026-06-03,19,Night,Night,45,46,2,3,2,5.39,4.8,0.06
Wandegeya Junction,2026-06-03,20,Night,Night,35,34,5,3,1,6.07,4.79,0.07
Wandegeya Junction,2026-06-03,20,Night,Night,30,20,2,3,1,6.03,4.3,0.02
